exam,subject,year,text,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
JAMB,Physics,1985,"Two drivers G and H are at depths 20m and 40m
respectively below the water surface in a lake. The
pressure on G is P1 while the pressure on H is P1. If
the atmospheric pressure is equivalent to 10m of
water, then the value of P2/P1 is",0.50,0.60,1.67,2.00,3.00,,
JAMB,Physics,1985,"The areas of the effort and load pistons of a
hydraulic press are 0.5m2 and 5m2 respectively. If a
force F1 of 100N is applied on the effort piston, the
force F2 on the load is",10 N,100 N,500 N,1 000 N,5 000 N,,
JAMB,Physics,1985,"A metal cube of volume 103mm3 is lowered into a
measuring cylinder containing water. If the internal
cross-sectional area of the cylinder is 1.5 x 102 mm2,
by how much does the water level rise in the
cylinder?",6.67 x 100 mm,8.50 x 102 mm,1.15 x 103 mm,2.50 x 103 mm,1.50 x 105 mm,,
JAMB,Physics,1985,"A uniform cylindrical block of wood floats in water
with one-third of its height above the water level.
In a liquid of relative density 0.8, What fraction of
its height will be above the liquid level?",1/6,1/5,1/3,4/5,5/6,,
JAMB,Physics,1985,"A thin aluminum plate has a surface area of 1,500m2 at 200C. What will be its surface area when it is
cooled to – 200C?
(Take the linear expansivity of aluminium to be 2.5
x 10-5 K-1)",1.503 m2,1.500 m2,1.498 m2,1.497 m2,,,
JAMB,Physics,1985,"Two liquids, P at a temperature of 200C and Q at a
temperature of 800C have specific heat capacities
of 1.0J kg-1 0C-1 and 1.5J kg-1 0C-1 respectively. If
equal masses of P and Q are mixed in a lagged
calorimeter, then the equilibrium temperature is",440C,500C,560C,600C,700C,,
JAMB,Physics,1985,"A quantity of gas occupies a certain volume when
the temperature is – 730C and the pressure is 1.5
atmospheres. If the pressure is increased to 4.5
atmospheres and the volume is halved at the same
time, what will be the new temperature of the gas?",5730C,3270C,3000C,1100C,270C,,
JAMB,Physics,1985,"In a gas experiment, the pressure of the gas is
plotted against the reciprocal of the volume of the
gas at a constant temperature. The unit of the slope
of the resulting curve is",Force,Force/m,Work,Force/m3,Energy/m2.,,
JAMB,Physics,1985,Water shows anomalous behaviour,Below 00C,Between 00C and 40C,At exactly 40C,Between 40C and 1000C,Above 1000C,,
JAMB,Physics,1985,"Two thermos flasks of volume Vx and Vy are filled
with liquid water at an initial temperature of 00C.
After some time the temperatures were found to
be èx, èy respectively . given that
Vx = 2 and èx = ½
Vy
èy
The ratio of the heat flow into the flasks is",1/4,½,4,1,2,,
JAMB,Physics,1985,A good calorimeter should be of,"Low specific heat capacity and low heat
conductivity.","Low specific heat capacity and high heat
conductivity.","High specific heat capacity and low heat
conductivity","High specific heat capacity and low heat
conductivity,",Dull surface and low heat conductivity.,,
JAMB,Physics,1985,Which of the following statements is NOT correct?,"Boiling occurs when the saturated
vapour pressure of the liquid involved
equals the external pressure.","Both the boiling point and the saturated
vapour pressure of a given liquid depend
on the external pressure.","The saturated vapour pressure rises with
increase in temperature.","The saturated vapour pressure is
independent of the volume available for
the vapour.","It is possible to boil water at a lower
temperature than 1000C at high altitude.",,
JAMB,Physics,1985,"Which of the following phenomena CANNOT be
explained by the molecular theory of matter?",Expansion,Conduction,Convection,Radiation,Evaporation.,,
JAMB,Physics,1985,"In order to find the depth of the sea. A ship sends
out a sound wave and receives an echo after one
second. If the velocity of sound in water is 1500m/s,
what is the depth of the sea?",0.75km,1.50km,2.20km,3.00km,3.75km,,
JAMB,Physics,1985,When a sound wave passes from air into water its,"Speed and frequency increase but its
wavelength remains the same.","Speed and wavelength increase but its
frequency remains the same",Speed decreases.,"Speed remains the same but its frequency
and wavelength change.","Speed increases but its frequency and
wavelength decrease.",,
JAMB,Physics,1985,"If the fundamental frequency of a closed pipe organ
on a day when the speed of sound is 340m s-1 is
170 Hz, then the length of the pipe is",50cm,70cm,100cm,150cm,200cm,,
JAMB,Physics,1985,"An object is placed 15cm in front of a concave
mirror of radius 40cm. The image formed is",Virtual and 60cm behind the mirror,Real and 60cm in front of the mirror,Virtual and at infinity,Real and at infinity,Virtual and 40cm from the mirror.,,
JAMB,Physics,1985,"A 450 triangular glass prism can be used as a
reflector of light because","Refraction never takes place in such a
prism","The angle of reflection equals the angle
of incidence.","The refractive index of glass is less than
1",It is transparent,"The critical angle for glass is less than
450",,
JAMB,Physics,1985,"A convex mirror is used as a driving mirror because
I
Its image is erect
II
It has a large field of view
III
It has a long focal length
Identify the CORRECT statement(s).",I and III only,I and II only,II and III only,"I, II and III only",I only,,
JAMB,Physics,1985,"Two rays of light from a point below the surface of
water are equally inclined to the vertical and are
inclined to each other at 600 in water. What is the
angle between the rays when they emerge into
air?
(Take the refractive index of water to be 4/3)",41.80,44.10,60.00,83.60,120.0.,,
JAMB,Physics,1985,"A narrow beam of white light can be split up into
different colours by a glass prism. The correct
explanation is that",White light is an electromagnetic wave,The prism has all the colours of the white light,"White light has undergone total internal
reflection in the prism","Different colours of white light travel with
different speeds in glass.","White light consists of yellow, green and red
colours.",,
JAMB,Physics,1985,"A charge of one coulomb liberates 0.0033g of
copper in an electrolytic process. How long will it
take a current of 2A to liberate 1.98g of copper in
such a process.",5 minutes,30 minutes,50 minutes,60 minutes,120 minutes,,
JAMB,Physics,1985,"If the distance between two stationary charged
particles is doubled, the magnitude of the
electrostatic force between them will be","Passing on an electric current through a
solenoid.","Repeated stroking of the specimen with
a magnet","Repeated stroking of the specimen in
opposite directions with two magnets",Heating of the specimen,"Hammering of the specimen in the earth’s
magnetic field’s",,
JAMB,Physics,1985,"Which of the following will convert a milliammeter
to a voltmeter?",Low series resistance,Low parallel resistance,High series resistance,High parallel resistance,"Parallel resistance equal to milliameter
resistance.",,
JAMB,Physics,1985,"Which of the graphs A – E (Fig. 3) represents the
current-voltage (I – V) relationship for a cell with
internal resistance?",I V,,"I
I V
V",,"I
I V
V Fig. 3",,
JAMB,Physics,1985,"A wire P has half the diameter and half the length
of a wire Q of similar material. The ratio of the
resistance of P to that of Q is",8 : 1,4 : 1,2 : 1,1 : 1,1 : 4,,
JAMB,Physics,1985,"An electric kettle, connected to a 240V mains,
produces 6.0 x 105J of heat energy to boil a quantity
of water in 5 minutes. Find the resistance of the
kettle.",14.4 ohms,28.8 ohms,144 ohms,288 ohms,2 880 ohms,,
JAMB,Physics,1985,"On which of the following does the operation of a
moving coil ammeter depend?
I
Electromagnetic induction.
II
Force on a current-carrying
conductor in a magnetic field.
III
Magnetic effect of an electric current.",I only,II only,III only,II and III,"I, II and III",,
JAMB,Physics,1985,"10 Ohms 5Ohms Fig. 4 In Fig. 4, current (I) passes through the parallel
combination. If the power dissipated in the 5 ohms
resistor is 40W, then the power dissipated in the
10 ohms resistor is",10 W,20 W,40 W,80 W,100 W,,
JAMB,Physics,1985,"Which of the following statements is NOT
correct?","A galvanometer can be converted to an
ammeter with a different range by
connecting a high resistance in series.","An electric current always produces a
magnetic field","Maxwell’s screw rule states that if a
corkscrew moves in the direction of the
current, the hand turns in the direction of
the lines of force.","Electromagnets are used in electric bells
and telephone receivers.","The lines of force round a straight current
carrying conductor are circular.",,
JAMB,Physics,1985,"A transformer has a primary coil with 500 turns
and secondary coil with 2500 turns. When the
voltage input to the primary coil is 120V, the output
is",6 000 V,600 V,240 V,60 V,24 V,,
JAMB,Physics,1985,"Which of the following statements about
electrolysis is NOT correct?","The substances in solution in the
electrolyte become ionized.","Ions are electrically charged and are
attracted towards electrodes when a
potential difference is applied.","Ions may be discharged at the electrodes,
forming bubbles or deposits.","The mass deposited depends upon the
length of time for which current flows.","The mass of gas set free or metal
deposited is proportional to the square
of the current.",,
JAMB,Physics,1985,Which of the following statements is NOT correct?,"The average range of distinct vision for a
normal eye is from the far distance
(infinity) up to about 25cm in front of the
eye.","Longsighted people have difficulty in
making the eye lens sufficiently powerful
to the focus on nearby objects.","Shortsighted 
people 
cannot
accommodate distant objects.","Longsighted people need diverging
spectacles lenses.","A person with long sight has his eye-ball
too short and the image of an object is
therefore formed behind the retina.",,
JAMB,Physics,1985,"Which of the following features is NOT a
characteristic of natural radioactivity?",Radioactivity is a nuclear phenomenon.,"Radioactivity is exhibited only by
elements of mass number greater 206.","The radioactivity of an element is affected
by electric and magnetic fields in the
surroundings.","The radioactive element is transformed
into a new element.",,,
JAMB,Physics,1985,"What is the number of neutrons in the Uranium
isotope 238 
92X?",92,146,238,330,119,,
JAMB,Physics,1986,"Which of the following represents the correct
precision if the length of a piece of wire is measured
with a metre rule?",35 mm,35.0 mm,35.00 mm,35.01 mm,,,
JAMB,Physics,1986,"Force 0
Extension
Fig. 1 Figure 1 is a graph of force against extension for a
spiral spring. The force constant of the spring is
given by the.",Slope of the linear portion of the graph.,Length of the linear portion of the graph.,Area under the linear portion of the graph.,Area under the entire graph.,,,
JAMB,Physics,1986,"A heavy object is suspended from a string and
lowered into water so that it is completely
submerged. The object appears lighter because","The density of water is less than that of
the object.","The pressure is low just below the water
surface.",It experiences an upthrust.,"The tension in the string neutralizes part
of the weight.",,,
JAMB,Physics,1986,Which of the following is a derived unit?,Kilogramme,Metre,Kelvin,Newton,,,
JAMB,Physics,1986,"Two objects, one having three times the mass of
the other, are dropped at the same time from at tall
building. When they are above the ground, the
two objects will have the same",Momentum,Kinetic energy,Potential energy,Acceleration.,,,
JAMB,Physics,1986,Which of the following is in a neutral equilibrium?,A heavy weight suspended on a string.,A cone resting on its slant edge.,A heavy based table lamp.,The beam of a balance in use.,,,
JAMB,Physics,1986,"A ball is thrown vertically into the air with an
initial velocity u. What is the greatest height
reached?",U/2g,3u2/2g,u2/g,u2/2g.,,,
JAMB,Physics,1986,"Which of the following assumptions is made in a
simple pendulum experiment? The",Suspending string is inextensible,Bob has a finite size,Bob has a definite mass,Initial angle of oscillation must be large.,,,
JAMB,Physics,1986,"10cm Q
R
P 10g
Fig. 2
A uniform metre rule QR is balanced on a knife
edge which is 55cm from R. when a mass of 10g is
hung at P as shown in Fig. 2, the mass of the metre
rule is",550g,350g,70g,35g,,,
JAMB,Physics,1986,"F1 10.0N F2
O
5.0N
F3 Fig. 3 In Fig. 3, the forces F1, F2, F3, acting at O are in
equilibrium. If the magnitude of F1
, is 10.0N and
the magnitude of F2 is 5.0N, find the magnitude of
F3.",26.4 N,15.0 N,13.2 N,10.0 N,,,
JAMB,Physics,1986,"When a box of mass 400g is given an initial speed
of 5m s-1, it slides along a horizontal floor a distance
of 3m before coming to rest. What is the coefficient
of the kinetic friction between the box and the
floor?
(g = 10m s-2)",5/6,5/12,1/3,2/3,,,
JAMB,Physics,1986,"W N 1200N Figure 4 represents a block-and-tackle pulley
system on which an effort of W Newtons supports
a load of 120.0N. If the efficiency of the machine is
400, then the value of W is",28.0 N,48.0 N,50.0 N,288.0 N,,,
JAMB,Physics,1986,"A constant force of magnitude F acts on an object
of mass 0.04kg initially at rest at a point O. If the
speed of the object when it has moved 50m from O
is 500m s-1, what is the value of F?",0.4 N,100.0 N,250.0 N,1 000.0 N,,,
JAMB,Physics,1986,"A rectangular tank contains water to a depth of
2m. if the base is 4m x 3m, calculate the force on the
base.
(Density of water = 103kg m-3, g = 10m s-2)",2.4 x 105 N,2.4 x 104 N,2.0 x 104 N,1.7 x 103 N,,,
